event_id,event_datetime,event_date,event_parish,event_lat,event_lon,rainfall_window_type,rainfall_window_start,rainfall_window_end,stations_checked,usable_stations,nearest_station_confidence,nearest_station_name,nearest_station_slug,nearest_station_distance_mi,nearest_records,nearest_coverage_pct,nearest_event_total_in,nearest_peak_rain_rate_inhr,nearest_max_5min_in,nearest_max_15min_in,nearest_max_30min_in,nearest_max_60min_in,nearest_max_180min_in,stations_within_1mi,max_5min_within_1mi_in,max_15min_within_1mi_in,max_30min_within_1mi_in,max_60min_within_1mi_in,max_180min_within_1mi_in,max_total_within_1mi_in,stations_within_2mi,max_5min_within_2mi_in,max_15min_within_2mi_in,max_30min_within_2mi_in,max_60min_within_2mi_in,max_180min_within_2mi_in,max_total_within_2mi_in,stations_within_5mi,max_5min_within_5mi_in,max_15min_within_5mi_in,max_30min_within_5mi_in,max_60min_within_5mi_in,max_180min_within_5mi_in,max_total_within_5mi_in
1162278,2024-02-03 19:30:00,2024-02-03,ORLEANS,29.979,-90.0991,daily,2024-02-03 15:43:00,2024-02-03 22:40:00,14,14,high,NOFD Logistics (Navarre),logistics,0.787,418.0,100.0,3.99,7.89,0.27,0.52,0.86,1.44,3.4,1.0,0.27,0.52,0.86,1.44,3.4,3.99,3.0,0.31,0.62,1.06,1.85,4.36,4.88,14.0,0.37,0.76,1.38,2.31,4.99,5.61
1162280,2024-02-03 19:40:00,2024-02-03,JEFFERSON,29.9921,-90.1285,daily,2024-02-03 15:43:00,2024-02-03 22:40:00,10,10,medium,NOFD Logistics (Navarre),logistics,1.218,418.0,100.0,3.99,7.89,0.27,0.52,0.86,1.44,3.4,0.0,,,,,,,2.0,0.31,0.59,1.03,1.78,3.93,4.53,10.0,0.37,0.71,1.29,2.31,4.96,5.6
1162274,2024-02-03 18:43:00,2024-02-03,ORLEANS,30.0085,-90.0179,daily,2024-02-03 15:43:00,2024-02-03 22:40:00,8,8,medium,NOFD Engine 12 (Gentilly/Milneburg),gentilly,2.093,417.0,99.8,4.98,6.06,0.32,0.57,0.9,1.75,4.44,0.0,,,,,,,0.0,,,,,,,8.0,0.37,0.85,1.38,2.0,4.89,5.45
1168658,2024-03-04 17:47:00,2024-03-04,ORLEANS,29.94,-90.11,daily,2024-03-04 14:00:00,2024-03-04 21:20:00,12,12,high,Loyola University New Orleans (Uptown/Audubon),loyola,0.628,440.0,99.8,2.8,6.7,0.52,1.19,1.6,1.79,2.58,1.0,0.52,1.19,1.6,1.79,2.58,2.8,4.0,0.57,1.39,2.06,2.46,2.91,3.3,12.0,0.74,1.51,2.06,2.46,2.91,3.3
1168657,2024-03-04 17:40:00,2024-03-04,ORLEANS,29.95,-90.05,daily,2024-03-04 14:00:00,2024-03-04 21:20:00,13,13,medium,Port NOLA Administration (Warehouse District/Riverwalk),portnolaadmin,1.158,440.0,99.8,1.43,5.7,0.42,0.87,1.09,1.26,1.3,0.0,,,,,,,5.0,0.74,1.51,2.06,2.46,2.91,3.3,13.0,0.74,1.51,2.06,2.46,2.91,3.3
1168662,2024-03-04 18:20:00,2024-03-04,ORLEANS,29.95,-90.06,daily,2024-03-04 14:00:00,2024-03-04 21:20:00,14,14,high,Port NOLA Administration (Warehouse District/Riverwalk),portnolaadmin,0.913,440.0,99.8,1.43,5.7,0.42,0.87,1.09,1.26,1.3,1.0,0.42,0.87,1.09,1.26,1.3,1.43,5.0,0.74,1.51,2.06,2.46,2.91,3.3,14.0,0.74,1.51,2.06,2.46,2.91,3.3
1168660,2024-03-04 18:10:00,2024-03-04,ORLEANS,29.96,-90.06,daily,2024-03-04 14:00:00,2024-03-04 21:20:00,14,14,high,NOFD Rescue Squad 7 (Treme),treme,0.715,440.0,99.8,3.02,11.52,0.74,1.51,1.84,2.13,2.67,1.0,0.74,1.51,1.84,2.13,2.67,3.02,5.0,0.74,1.51,2.06,2.46,2.91,3.3,14.0,0.74,1.51,2.06,2.46,2.91,3.3
1168655,2024-03-04 17:00:00,2024-03-04,ORLEANS,29.99,-90.1,daily,2024-03-04 14:00:00,2024-03-04 21:20:00,12,12,high,NOPD Stables (City Park),citypark,0.548,876.0,198.6,1.98,4.33,0.23,0.42,0.67,0.94,1.58,2.0,0.25,0.48,0.67,0.94,1.58,1.98,2.0,0.25,0.48,0.67,0.94,1.58,1.98,12.0,0.74,1.51,2.06,2.46,2.91,3.3
1168656,2024-03-04 17:00:00,2024-03-04,ORLEANS,30.02,-90.05,daily,2024-03-04 14:00:00,2024-03-04 21:20:00,9,9,high,NOFD Engine 12 (Gentilly/Milneburg),gentilly,0.277,838.0,190.0,1.66,4.09,0.2,0.45,0.59,0.8,1.33,1.0,0.2,0.45,0.59,0.8,1.33,1.66,1.0,0.2,0.45,0.59,0.8,1.33,1.66,9.0,0.74,1.51,1.85,2.13,2.74,3.15
1168666,2024-03-05 01:10:00,2024-03-05,JEFFERSON,29.8922,-90.017,daily,2024-03-04 22:10:00,2024-03-05 04:10:00,4,4,low,SWBNO West Bank Water Treatment (English Turn),englishturn,3.211,332.0,92.0,1.74,4.14,0.22,0.5,0.75,0.97,1.41,0.0,,,,,,,0.0,,,,,,,4.0,0.22,0.5,0.75,0.97,1.41,1.74
1177921,2024-04-10 10:53:00,2024-04-10,JEFFERSON,29.96,-90.19,daily,2024-04-10 04:45:00,2024-04-10 14:23:00,2,2,low,SWBNO East Bank Water Intake (Carrollton Bend),carrolltonbend,3.148,576.0,99.5,6.87,10.11,0.6,1.22,1.52,1.94,4.12,0.0,,,,,,,0.0,,,,,,,2.0,0.6,1.22,1.52,1.94,4.12,6.87
1177907,2024-04-10 08:25:00,2024-04-10,ORLEANS,29.96,-90.07,daily,2024-04-10 04:45:00,2024-04-10 14:23:00,16,14,high,NOFD Rescue Squad 7 (Treme),treme,0.207,510.0,88.1,3.24,4.92,0.22,0.44,0.66,1.14,2.44,2.0,0.46,1.04,1.51,2.34,4.31,7.09,5.0,0.5,1.24,2.01,2.63,4.75,7.39,14.0,1.93,2.42,2.94,3.39,5.43,8.37
1177914,2024-04-10 10:09:00,2024-04-10,JEFFERSON,29.96,-90.19,daily,2024-04-10 04:45:00,2024-04-10 14:23:00,2,2,low,SWBNO East Bank Water Intake (Carrollton Bend),carrolltonbend,3.148,576.0,99.5,6.87,10.11,0.6,1.22,1.52,1.94,4.12,0.0,,,,,,,0.0,,,,,,,2.0,0.6,1.22,1.52,1.94,4.12,6.87
1177925,2024-04-10 11:23:00,2024-04-10,ST. CHARLES,29.97,-90.29,daily,2024-04-10 04:45:00,2024-04-10 14:23:00,0,0,poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177902,2024-04-10 08:04:00,2024-04-10,ORLEANS,29.97,-90.11,daily,2024-04-10 04:45:00,2024-04-10 14:23:00,14,13,medium,NOFD Logistics (Navarre),logistics,1.116,515.0,88.9,7.87,9.0,1.9,1.9,1.92,2.75,5.43,0.0,,,,,,,1.0,1.9,1.9,1.92,2.75,5.43,7.87,13.0,1.93,2.42,2.94,3.39,5.43,8.37
1177904,2024-04-10 08:23:00,2024-04-10,ORLEANS,29.9798,-90.087,daily,2024-04-10 04:45:00,2024-04-10 14:23:00,17,15,medium,NOFD Logistics (Navarre),logistics,1.407,515.0,88.9,7.87,9.0,1.9,1.9,1.92,2.75,5.43,0.0,,,,,,,4.0,1.9,1.9,2.01,2.75,5.43,7.87,15.0,1.93,2.42,2.94,3.39,5.43,8.37
1177919,2024-04-10 10:51:00,2024-04-10,ORLEANS,29.98,-90.05,daily,2024-04-10 04:45:00,2024-04-10 14:23:00,14,12,high,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,0.509,576.0,99.5,7.39,9.93,0.5,1.24,2.01,2.63,4.75,1.0,0.5,1.24,2.01,2.63,4.75,7.39,2.0,0.5,1.24,2.01,2.63,4.75,7.39,12.0,1.9,1.9,2.01,2.75,5.43,7.87
1177923,2024-04-10 11:11:00,2024-04-10,ORLEANS,29.98,-90.05,daily,2024-04-10 04:45:00,2024-04-10 14:23:00,14,12,high,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,0.509,576.0,99.5,7.39,9.93,0.5,1.24,2.01,2.63,4.75,1.0,0.5,1.24,2.01,2.63,4.75,7.39,2.0,0.5,1.24,2.01,2.63,4.75,7.39,12.0,1.9,1.9,2.01,2.75,5.43,7.87
1177903,2024-04-10 08:05:00,2024-04-10,ORLEANS,29.99,-90.07,daily,2024-04-10 04:45:00,2024-04-10 14:23:00,17,15,high,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,0.995,576.0,99.5,7.39,9.93,0.5,1.24,2.01,2.63,4.75,1.0,0.5,1.24,2.01,2.63,4.75,7.39,3.0,0.54,1.24,2.01,2.63,4.75,7.39,15.0,1.9,1.9,2.01,2.75,5.43,7.87
1177905,2024-04-10 08:23:00,2024-04-10,ORLEANS,29.99,-90.05,daily,2024-04-10 04:45:00,2024-04-10 14:23:00,14,12,high,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,0.88,576.0,99.5,7.39,9.93,0.5,1.24,2.01,2.63,4.75,1.0,0.5,1.24,2.01,2.63,4.75,7.39,2.0,0.5,1.24,2.01,2.63,4.75,7.39,12.0,1.9,1.9,2.01,2.75,5.43,7.87
1177906,2024-04-10 08:24:00,2024-04-10,ORLEANS,29.99,-90.06,daily,2024-04-10 04:45:00,2024-04-10 14:23:00,15,13,high,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,0.724,576.0,99.5,7.39,9.93,0.5,1.24,2.01,2.63,4.75,1.0,0.5,1.24,2.01,2.63,4.75,7.39,2.0,0.5,1.24,2.01,2.63,4.75,7.39,13.0,1.9,1.9,2.01,2.75,5.43,7.87
1177918,2024-04-10 10:50:00,2024-04-10,ORLEANS,30.0,-90.11,daily,2024-04-10 04:45:00,2024-04-10 14:23:00,12,10,high,NOPD Stables (City Park),citypark,0.669,565.0,97.6,6.43,8.11,0.54,1.0,1.19,1.78,3.94,2.0,1.9,1.9,1.92,2.75,5.43,7.87,3.0,1.9,1.9,1.92,2.75,5.43,7.87,10.0,1.9,1.9,2.01,2.75,5.43,7.87
1177901,2024-04-10 07:45:00,2024-04-10,EAST BATON ROUGE,30.45,-91.18,daily,2024-04-10 04:45:00,2024-04-10 14:23:00,2,2,medium,Louisiana State University (Tiger Stadium),tigerstadium,2.641,575.0,99.3,1.04,12.52,0.37,0.58,0.73,0.83,0.98,0.0,,,,,,,0.0,,,,,,,2.0,0.37,0.58,0.73,0.83,0.98,1.04
1185923,2024-05-16 22:40:00,2024-05-16,ORLEANS,29.99,-90.07,daily,2024-05-16 19:40:00,2024-05-17 02:05:00,17,16,high,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,0.995,536.0,138.9,0.88,4.72,0.22,0.43,0.74,0.8,0.87,1.0,0.22,0.43,0.74,0.8,0.87,0.88,3.0,0.89,1.08,1.38,1.44,1.54,1.54,16.0,0.89,1.08,1.38,1.44,1.54,1.54
1185925,2024-05-16 22:51:00,2024-05-16,JEFFERSON,30.02,-90.22,daily,2024-05-16 19:40:00,2024-05-17 02:05:00,0,0,poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185927,2024-05-16 23:05:00,2024-05-16,ORLEANS,30.02,-90.02,daily,2024-05-16 19:40:00,2024-05-17 02:05:00,8,8,high,NOFD Engine 4 (Pines Village),pinesvillage,0.299,385.0,99.7,1.21,13.4,0.52,0.82,1.05,1.11,1.21,1.0,0.52,0.82,1.05,1.11,1.21,1.21,3.0,0.52,0.82,1.05,1.11,1.21,1.21,8.0,0.89,1.15,1.75,1.83,1.93,1.93
1185994,2024-05-30 10:50:00,2024-05-30,ORLEANS,29.94,-90.06,daily,2024-05-30 07:50:00,2024-05-30 13:50:00,16,15,high,Port NOLA Administration (Warehouse District/Riverwalk),portnolaadmin,0.247,360.0,99.7,1.59,7.48,0.27,0.67,0.99,1.53,1.59,1.0,0.27,0.67,0.99,1.53,1.59,1.59,6.0,0.45,1.09,1.81,2.44,2.44,2.44,15.0,0.58,1.43,2.2,2.99,3.05,3.05
1190846,2024-06-01 14:15:00,2024-06-01,ORLEANS,29.96,-90.06,daily,2024-06-01 11:15:00,2024-06-01 17:15:00,18,17,high,NOFD Rescue Squad 7 (Treme),treme,0.715,360.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.31,3.32,3.36,4.71,6.69,8.03,17.0,3.31,3.32,3.36,4.71,6.69,8.03
1205871,2024-07-03 11:50:00,2024-07-03,JEFFERSON,30.0,-90.15,daily,2024-07-03 08:50:00,2024-07-03 15:19:00,6,5,medium,NOFD Logistics (Navarre),logistics,2.615,474.0,121.5,1.89,8.11,0.46,1.21,1.73,1.83,1.89,0.0,,,,,,,0.0,,,,,,,5.0,0.46,1.21,1.73,1.83,1.89,1.89
1205874,2024-07-03 12:19:00,2024-07-03,JEFFERSON,30.0,-90.15,daily,2024-07-03 08:50:00,2024-07-03 15:19:00,6,5,medium,NOFD Logistics (Navarre),logistics,2.615,474.0,121.5,1.89,8.11,0.46,1.21,1.73,1.83,1.89,0.0,,,,,,,0.0,,,,,,,5.0,0.46,1.21,1.73,1.83,1.89,1.89
1205893,2024-07-05 19:10:00,2024-07-05,ORLEANS,29.95,-90.08,daily,2024-07-05 16:00:00,2024-07-05 22:25:00,15,14,high,New Orleans City Hall (Central Business District),cityhallcbd,0.247,387.0,100.3,2.62,6.55,0.48,1.08,1.76,2.41,2.62,2.0,0.48,1.08,1.76,2.41,2.62,2.62,4.0,0.48,1.08,1.76,2.41,2.62,2.62,14.0,0.59,1.09,1.76,2.41,2.93,2.93
1205889,2024-07-05 19:00:00,2024-07-05,ORLEANS,29.96,-90.06,daily,2024-07-05 16:00:00,2024-07-05 22:25:00,18,17,high,NOFD Rescue Squad 7 (Treme),treme,0.715,385.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,1.08,1.76,2.41,2.62,2.62,17.0,0.59,1.09,1.76,2.41,2.93,2.93
1205892,2024-07-05 19:05:00,2024-07-05,ORLEANS,29.96,-90.07,daily,2024-07-05 16:00:00,2024-07-05 22:25:00,16,15,high,NOFD Rescue Squad 7 (Treme),treme,0.207,385.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.48,1.08,1.76,2.41,2.62,2.62,5.0,0.5,1.08,1.76,2.41,2.62,2.62,15.0,0.59,1.09,1.76,2.41,2.93,2.93
1205896,2024-07-05 19:25:00,2024-07-05,ORLEANS,29.96,-90.06,daily,2024-07-05 16:00:00,2024-07-05 22:25:00,18,17,high,NOFD Rescue Squad 7 (Treme),treme,0.715,385.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.5,1.08,1.76,2.41,2.62,2.62,17.0,0.59,1.09,1.76,2.41,2.93,2.93
1205897,2024-07-05 19:25:00,2024-07-05,ORLEANS,29.96,-90.11,daily,2024-07-05 16:00:00,2024-07-05 22:25:00,14,13,medium,Loyola University New Orleans (Uptown/Audubon),loyola,1.692,393.0,101.8,2.26,5.05,0.38,0.79,1.31,1.85,2.26,0.0,,,,,,,3.0,0.59,1.09,1.42,2.28,2.93,2.93,13.0,0.59,1.09,1.76,2.41,2.93,2.93
1205891,2024-07-05 19:00:00,2024-07-05,ORLEANS,29.97,-90.11,daily,2024-07-05 16:00:00,2024-07-05 22:25:00,14,13,medium,NOFD Logistics (Navarre),logistics,1.116,475.0,123.1,2.13,4.92,0.37,0.96,1.41,1.85,2.13,0.0,,,,,,,1.0,0.37,0.96,1.41,1.85,2.13,2.13,13.0,0.59,1.09,1.76,2.41,2.93,2.93
1205895,2024-07-05 19:15:00,2024-07-05,ORLEANS,29.97,-90.09,daily,2024-07-05 16:00:00,2024-07-05 22:25:00,16,15,medium,NOFD Rescue Squad 7 (Treme),treme,1.215,385.0,99.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4.0,0.5,1.08,1.76,2.41,2.62,2.62,15.0,0.59,1.09,1.76,2.41,2.93,2.93
1205899,2024-07-05 19:25:00,2024-07-05,ORLEANS,30.0,-90.04,daily,2024-07-05 16:00:00,2024-07-05 22:25:00,15,14,high,City Equipment Maintenance (Desire),desire,0.464,388.0,100.5,1.12,3.37,0.2,0.39,0.59,0.83,1.12,1.0,0.2,0.39,0.59,0.83,1.12,1.12,4.0,0.5,0.91,1.16,1.61,2.15,2.15,14.0,0.5,1.08,1.76,2.41,2.62,2.62
1205900,2024-07-05 19:25:00,2024-07-05,ORLEANS,30.0,-90.05,daily,2024-07-05 16:00:00,2024-07-05 22:25:00,14,13,medium,City Equipment Maintenance (Desire),desire,1.063,388.0,100.5,1.12,3.37,0.2,0.39,0.59,0.83,1.12,0.0,,,,,,,3.0,0.5,0.91,1.16,1.61,2.15,2.15,13.0,0.5,1.08,1.76,2.41,2.62,2.62
1205934,2024-07-09 17:53:00,2024-07-09,ORLEANS,29.97,-90.11,daily,2024-07-09 14:53:00,2024-07-09 21:42:00,14,13,medium,NOFD Logistics (Navarre),logistics,1.116,506.0,123.4,3.02,8.73,0.43,0.83,1.27,1.71,3.02,0.0,,,,,,,1.0,0.43,0.83,1.27,1.71,3.02,3.02,13.0,1.54,1.79,2.08,3.29,4.29,4.29
1205935,2024-07-09 18:42:00,2024-07-09,ORLEANS,29.97,-90.09,daily,2024-07-09 14:53:00,2024-07-09 21:42:00,16,15,medium,NOFD Rescue Squad 7 (Treme),treme,1.215,410.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,4.0,1.54,1.79,2.08,3.29,4.29,4.29,15.0,1.54,1.79,2.08,3.29,4.29,4.29
1205765,2024-07-17 14:20:00,2024-07-17,ST. CHARLES,29.97,-90.3,daily,2024-07-17 11:20:00,2024-07-17 17:20:00,0,0,poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205820,2024-07-18 13:00:00,2024-07-18,JEFFERSON,29.94,-90.2,daily,2024-07-18 09:45:00,2024-07-18 17:25:00,2,2,low,SWBNO East Bank Water Intake (Carrollton Bend),carrolltonbend,3.826,460.0,99.8,8.4,13.09,4.22,4.23,4.35,4.36,8.3,0.0,,,,,,,0.0,,,,,,,2.0,4.22,4.23,4.35,4.36,8.3,8.4
1205824,2024-07-18 13:45:00,2024-07-18,JEFFERSON,29.94,-90.2,daily,2024-07-18 09:45:00,2024-07-18 17:25:00,2,2,low,SWBNO East Bank Water Intake (Carrollton Bend),carrolltonbend,3.826,460.0,99.8,8.4,13.09,4.22,4.23,4.35,4.36,8.3,0.0,,,,,,,0.0,,,,,,,2.0,4.22,4.23,4.35,4.36,8.3,8.4
1205825,2024-07-18 14:25:00,2024-07-18,ORLEANS,29.95,-90.13,daily,2024-07-18 09:45:00,2024-07-18 17:25:00,12,11,high,SWBNO East Bank Water Intake (Carrollton Bend),carrolltonbend,0.53,460.0,99.8,8.4,13.09,4.22,4.23,4.35,4.36,8.3,1.0,4.22,4.23,4.35,4.36,8.3,8.4,2.0,4.22,4.23,4.35,4.36,8.3,8.4,11.0,4.22,4.23,4.35,4.36,8.3,8.4
1205822,2024-07-18 13:25:00,2024-07-18,ORLEANS,29.96,-90.11,daily,2024-07-18 09:45:00,2024-07-18 17:25:00,14,13,medium,Loyola University New Orleans (Uptown/Audubon),loyola,1.692,465.0,100.9,5.57,12.8,2.82,2.88,2.96,2.97,5.56,0.0,,,,,,,3.0,4.22,4.23,4.35,4.36,8.3,8.4,13.0,4.22,4.23,4.35,4.36,8.3,8.4
1205819,2024-07-18 12:45:00,2024-07-18,ORLEANS,29.97,-90.11,daily,2024-07-18 09:45:00,2024-07-18 17:25:00,14,13,medium,NOFD Logistics (Navarre),logistics,1.116,565.0,122.6,4.88,5.54,2.46,2.48,2.55,2.59,4.81,0.0,,,,,,,1.0,2.46,2.48,2.55,2.59,4.81,4.88,13.0,4.22,4.23,4.35,4.36,8.3,8.4
1205870,2024-07-26 17:10:00,2024-07-26,JEFFERSON,29.91,-90.05,daily,2024-07-26 13:54:00,2024-07-26 20:10:00,11,9,medium,Harbor Police Headquarters (Irish Channel),portnolapd,1.742,377.0,100.0,1.14,2.77,0.15,0.34,0.51,0.78,1.08,0.0,,,,,,,2.0,0.15,0.34,0.57,0.98,1.28,1.29,9.0,0.45,1.12,1.85,2.17,2.51,2.72
1205867,2024-07-26 16:54:00,2024-07-26,ORLEANS,29.95,-90.1,daily,2024-07-26 13:54:00,2024-07-26 20:10:00,13,12,medium,NOFD Engine 16 (Central City),centralcity,1.302,377.0,100.0,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.0,,,,,,,4.0,0.27,0.72,1.36,1.87,2.16,2.26,12.0,0.45,1.12,1.85,2.17,2.51,2.72
1213323,2024-08-30 09:25:00,2024-08-30,ORLEANS,30.01,-90.11,daily,2024-08-30 06:25:00,2024-08-30 12:44:00,10,9,medium,NOPD Stables (City Park),citypark,1.061,379.0,99.7,5.57,9.44,3.15,3.17,3.22,3.98,5.55,0.0,,,,,,,3.0,3.15,3.17,3.22,3.98,5.55,5.57,9.0,3.15,3.17,3.22,3.98,5.55,5.57
1213324,2024-08-30 09:44:00,2024-08-30,JEFFERSON,30.0183,-90.1223,daily,2024-08-30 06:25:00,2024-08-30 12:44:00,8,7,high,Municipal Yacht Harbor (Lakefront),lakefront,0.801,380.0,100.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,2.0,3.15,3.17,3.22,3.98,5.55,5.57,7.0,3.15,3.17,3.22,3.98,5.55,5.57
1218708,2024-09-05 09:45:00,2024-09-05,EAST BATON ROUGE,30.36,-91.06,daily,2024-09-05 06:45:00,2024-09-05 12:45:00,0,0,poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218713,2024-09-06 22:42:00,2024-09-06,ST. CHARLES,29.95,-90.38,daily,2024-09-06 19:01:00,2024-09-07 02:16:00,2,2,medium,St. Charles Parish EOC,stcharleseoc,1.738,432.0,99.1,12.08,0.47,1.96,1.98,2.02,3.64,5.88,0.0,,,,,,,1.0,1.96,1.98,2.02,3.64,5.88,12.08,2.0,1.96,1.98,2.02,3.64,5.88,12.08
1218716,2024-09-06 22:01:00,2024-09-06,ST. CHARLES,29.95,-90.41,daily,2024-09-06 19:01:00,2024-09-07 02:16:00,1,1,medium,St. Charles Parish EOC,stcharleseoc,1.044,432.0,99.1,12.08,0.47,1.96,1.98,2.02,3.64,5.88,0.0,,,,,,,1.0,1.96,1.98,2.02,3.64,5.88,12.08,1.0,1.96,1.98,2.02,3.64,5.88,12.08
1218715,2024-09-06 22:56:00,2024-09-06,ST. CHARLES,29.98,-90.36,daily,2024-09-06 19:01:00,2024-09-07 02:16:00,1,1,medium,St. Charles Parish EOC,stcharleseoc,2.851,432.0,99.1,12.08,0.47,1.96,1.98,2.02,3.64,5.88,0.0,,,,,,,0.0,,,,,,,1.0,1.96,1.98,2.02,3.64,5.88,12.08
1218717,2024-09-06 23:16:00,2024-09-06,ST. CHARLES,29.99,-90.4,daily,2024-09-06 19:01:00,2024-09-07 02:16:00,1,1,medium,St. Charles Parish EOC,stcharleseoc,1.8,432.0,99.1,12.08,0.47,1.96,1.98,2.02,3.64,5.88,0.0,,,,,,,1.0,1.96,1.98,2.02,3.64,5.88,12.08,1.0,1.96,1.98,2.02,3.64,5.88,12.08
1217874,2024-09-11 20:00:00,2024-09-11,ORLEANS,30.0049,-90.1161,daily,2024-09-11 17:00:00,2024-09-11 23:51:00,11,10,medium,NOPD Stables (City Park),citypark,1.127,185.0,44.9,7.99,6.47,3.42,3.77,3.91,4.46,7.96,0.0,,,,,,,3.0,3.42,3.77,3.91,4.46,7.96,10.15,10.0,6.65,7.02,7.71,8.96,17.53,21.36
1217859,2024-09-11 20:51:00,2024-09-11,ST. CHARLES,30.0256,-90.465,daily,2024-09-11 17:00:00,2024-09-11 23:51:00,1,1,medium,Killona Volunteer Fire Department,killona,2.103,411.0,99.8,0.11,0.01,0.05,0.05,0.05,0.05,0.06,0.0,,,,,,,0.0,,,,,,,1.0,0.05,0.05,0.05,0.05,0.06,0.11
1217873,2024-09-11 20:00:00,2024-09-11,JEFFERSON,30.0419,-90.2721,daily,2024-09-11 17:00:00,2024-09-11 23:51:00,0,0,poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224622,2024-11-01 18:22:00,2024-11-01,EAST BATON ROUGE,30.4086,-91.0432,daily,2024-11-01 15:22:00,2024-11-01 21:22:00,0,0,poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224687,2024-11-19 06:37:00,2024-11-19,ORLEANS,29.9989,-90.1137,daily,2024-11-19 03:37:00,2024-11-19 09:37:00,13,11,high,NOPD Stables (City Park),citypark,0.877,360.0,99.7,1.75,2.85,0.24,0.58,0.88,0.89,1.49,2.0,0.35,0.69,0.89,0.92,1.59,1.89,2.0,0.35,0.69,0.89,0.92,1.59,1.89,11.0,0.54,0.9,1.1,1.13,2.24,2.58
1244105,2025-02-19 02:00:00,2025-02-19,ORLEANS,29.96,-90.09,daily,2025-02-18 23:00:00,2025-02-19 05:00:00,17,16,high,New Orleans City Hall (Central Business District),cityhallcbd,0.959,485.0,134.3,1.95,5.14,0.2,0.29,0.39,0.67,1.54,1.0,0.2,0.29,0.39,0.67,1.54,1.95,4.0,0.21,0.4,0.6,0.95,1.88,2.35,16.0,0.23,0.48,0.87,1.31,2.65,3.07
1244106,2025-02-19 02:00:00,2025-02-19,ORLEANS,29.99,-90.07,daily,2025-02-18 23:00:00,2025-02-19 05:00:00,18,17,high,Fairgrounds Race Course (Fairgrounds),fairgrounds,0.769,453.0,125.5,2.35,2.45,0.17,0.4,0.6,0.95,1.88,2.0,0.17,0.4,0.6,0.95,1.89,2.35,4.0,0.21,0.4,0.6,0.95,1.89,2.35,17.0,0.23,0.48,0.87,1.32,2.65,3.07
1244107,2025-02-19 02:00:00,2025-02-19,ORLEANS,30.01,-90.02,daily,2025-02-18 23:00:00,2025-02-19 05:00:00,11,11,high,NOFD Engine 4 (Pines Village),pinesvillage,0.913,519.0,143.8,2.85,3.53,0.23,0.47,0.84,1.32,2.46,1.0,0.23,0.47,0.84,1.32,2.46,2.85,3.0,0.23,0.48,0.87,1.32,2.65,3.07,11.0,0.25,0.51,0.87,1.36,2.65,3.07
1256185,2025-03-15 17:15:00,2025-03-15,ORLEANS,29.99,-90.11,daily,2025-03-15 14:15:00,2025-03-15 20:15:00,14,13,high,NOFD Logistics (Navarre),logistics,0.27,360.0,99.7,0.51,4.4,0.25,0.41,0.49,0.5,0.51,2.0,0.39,0.57,0.66,0.69,0.69,0.69,3.0,0.39,0.57,0.66,0.69,0.69,0.69,13.0,0.47,0.57,0.66,0.69,0.69,0.69
1256339,2025-03-29 17:51:00,2025-03-29,EAST BATON ROUGE,30.4,-91.15,daily,2025-03-29 14:45:00,2025-03-29 22:16:00,2,2,medium,Louisiana State University (Alex Box Stadium),alexbox,2.143,452.0,100.0,1.75,3.95,0.46,0.5,0.79,1.42,1.53,0.0,,,,,,,0.0,,,,,,,2.0,0.46,0.5,0.79,1.42,1.53,1.75
1256620,2025-03-29 19:16:00,2025-03-29,EAST BATON ROUGE,30.4,-91.1,daily,2025-03-29 14:45:00,2025-03-29 22:16:00,0,0,poor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
