event_id,event_datetime,event_parish,event_lat,event_lon,station_parish,station_network,station_name,station_slug,station_lat,station_lon,distance_mi,records,coverage_pct,event_total_in,peak_rain_rate_inhr,qc_negative_resets,qc_big_1min_increments,max_5min_in,max_15min_in,max_30min_in,max_60min_in,max_180min_in
1104580,2023-05-09 12:50:00,ORLEANS,30.02,-90.04,Orleans,orleans,Municipal Yacht Harbor (Lakefront),lakefront,30.028359,-90.115627,4.561,504,119.7,0.44,4.0,0,0,0.18,0.27,0.28,0.43,0.44
1104580,2023-05-09 12:50:00,ORLEANS,30.02,-90.04,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,4.763,420,99.8,0.44,4.8,0,0,0.24,0.36,0.38,0.43,0.44
1104582,2023-05-09 12:58:00,ORLEANS,30.03,-89.99,Orleans,orleans,NOFD Engine 36 (New Orleans East),neworleanseast,30.02742,-89.96873,1.285,420,99.8,0.25,2.68,0,0,0.17,0.23,0.25,0.25,0.25
1104582,2023-05-09 12:58:00,ORLEANS,30.03,-89.99,Orleans,orleans,SWBNO Pumping Station (Little Woods),littlewoods,30.058639,-89.966746,2.419,420,99.8,0.41,2.81,0,0,0.15,0.33,0.41,0.41,0.41
1104582,2023-05-09 12:58:00,ORLEANS,30.03,-89.99,Orleans,orleans,SWBNO East Bank Water Treatment (Lower 9th Ward),lowerninthward,29.97714,-89.99761,3.681,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1104582,2023-05-09 12:58:00,ORLEANS,30.03,-89.99,Orleans,orleans,Municipal Training Academy East (Almonaster),almonaster,30.01734,-89.927994,3.811,420,99.8,0.04,0.64,0,0,0.04,0.04,0.04,0.04,0.04
1104582,2023-05-09 12:58:00,ORLEANS,30.03,-89.99,Orleans,orleans,NOFD Engine 12 (Gentilly/Milneburg),gentilly,30.01627,-90.05171,3.812,393,93.3,0.7,6.13,0,0,0.3,0.67,0.69,0.7,0.7
1104579,2023-05-09 12:25:00,ORLEANS,30.0329,-90.0284,Orleans,orleans,NOFD Engine 12 (Gentilly/Milneburg),gentilly,30.01627,-90.05171,1.807,420,99.8,0.4,5.19,0,0,0.29,0.39,0.4,0.4,0.4
1104579,2023-05-09 12:25:00,ORLEANS,30.0329,-90.0284,Orleans,orleans,NOFD Engine 36 (New Orleans East),neworleanseast,30.02742,-89.96873,3.589,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1104579,2023-05-09 12:25:00,ORLEANS,30.0329,-90.0284,Orleans,orleans,SWBNO Pumping Station (Little Woods),littlewoods,30.058639,-89.966746,4.094,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1104579,2023-05-09 12:25:00,ORLEANS,30.0329,-90.0284,Orleans,orleans,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,29.9796,-90.0585,4.099,527,125.2,0.04,0.22,0,0,0.02,0.02,0.02,0.04,0.04
1104579,2023-05-09 12:25:00,ORLEANS,30.0329,-90.0284,Orleans,orleans,SWBNO East Bank Water Treatment (Lower 9th Ward),lowerninthward,29.97714,-89.99761,4.27,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1104579,2023-05-09 12:25:00,ORLEANS,30.0329,-90.0284,Orleans,orleans,NOPD Stables (City Park),citypark,29.99789,-90.09909,4.872,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125765,2023-07-22 18:42:00,ORLEANS,29.97,-90.05,Orleans,orleans,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,29.9796,-90.0585,0.836,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125765,2023-07-22 18:42:00,ORLEANS,29.97,-90.05,Orleans,orleans,NOFD Rescue Squad 7 (Treme),treme,29.962679,-90.071544,1.385,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125765,2023-07-22 18:42:00,ORLEANS,29.97,-90.05,Orleans,orleans,New Orleans City Hall (Central Business District),cityhallcbd,29.95221,-90.07675,2.019,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125765,2023-07-22 18:42:00,ORLEANS,29.97,-90.05,Orleans,orleans,NORDC Morris F.X. Jeff Sr. Park (Algiers),algiers,29.942018,-90.029914,2.277,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125765,2023-07-22 18:42:00,ORLEANS,29.97,-90.05,Orleans,orleans,Port NOLA Administration (Warehouse District/Riverwalk),portnolaadmin,29.9369,-90.06206,2.398,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125765,2023-07-22 18:42:00,ORLEANS,29.97,-90.05,Orleans,orleans,NOFD Engine 16 (Central City),centralcity,29.94159,-90.08053,2.682,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125765,2023-07-22 18:42:00,ORLEANS,29.97,-90.05,Orleans,orleans,SWBNO East Bank Water Treatment (Lower 9th Ward),lowerninthward,29.97714,-89.99761,3.174,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125765,2023-07-22 18:42:00,ORLEANS,29.97,-90.05,Orleans,orleans,NOFD Engine 12 (Gentilly/Milneburg),gentilly,30.01627,-90.05171,3.199,683,162.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125765,2023-07-22 18:42:00,ORLEANS,29.97,-90.05,Orleans,orleans,NOPD Stables (City Park),citypark,29.99789,-90.09909,3.513,567,134.7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125765,2023-07-22 18:42:00,ORLEANS,29.97,-90.05,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,3.722,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125765,2023-07-22 18:42:00,ORLEANS,29.97,-90.05,Orleans,orleans,Harbor Police Headquarters (Irish Channel),portnolapd,29.92069,-90.076342,3.754,420,99.8,0.01,0.0,2,0,0.01,0.01,0.01,0.01,0.01
1125765,2023-07-22 18:42:00,ORLEANS,29.97,-90.05,Orleans,orleans,Loyola University New Orleans (Uptown/Audubon),loyola,29.93707,-90.119921,4.764,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125775,2023-07-22 19:03:00,ORLEANS,29.98,-90.03,Orleans,orleans,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,29.9796,-90.0585,1.706,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125775,2023-07-22 19:03:00,ORLEANS,29.98,-90.03,Orleans,orleans,SWBNO East Bank Water Treatment (Lower 9th Ward),lowerninthward,29.97714,-89.99761,1.949,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125775,2023-07-22 19:03:00,ORLEANS,29.98,-90.03,Orleans,orleans,NORDC Morris F.X. Jeff Sr. Park (Algiers),algiers,29.942018,-90.029914,2.624,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125775,2023-07-22 19:03:00,ORLEANS,29.98,-90.03,Orleans,orleans,NOFD Rescue Squad 7 (Treme),treme,29.962679,-90.071544,2.76,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125775,2023-07-22 19:03:00,ORLEANS,29.98,-90.03,Orleans,orleans,NOFD Engine 12 (Gentilly/Milneburg),gentilly,30.01627,-90.05171,2.823,683,162.2,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125775,2023-07-22 19:03:00,ORLEANS,29.98,-90.03,Orleans,orleans,New Orleans City Hall (Central Business District),cityhallcbd,29.95221,-90.07675,3.394,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125775,2023-07-22 19:03:00,ORLEANS,29.98,-90.03,Orleans,orleans,Port NOLA Administration (Warehouse District/Riverwalk),portnolaadmin,29.9369,-90.06206,3.543,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125775,2023-07-22 19:03:00,ORLEANS,29.98,-90.03,Orleans,orleans,NOFD Engine 16 (Central City),centralcity,29.94159,-90.08053,4.024,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125775,2023-07-22 19:03:00,ORLEANS,29.98,-90.03,Orleans,orleans,NOPD Stables (City Park),citypark,29.99789,-90.09909,4.315,566,134.4,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125775,2023-07-22 19:03:00,ORLEANS,29.98,-90.03,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,4.767,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125775,2023-07-22 19:03:00,ORLEANS,29.98,-90.03,Orleans,orleans,NOFD Engine 36 (New Orleans East),neworleanseast,30.02742,-89.96873,4.917,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125775,2023-07-22 19:03:00,ORLEANS,29.98,-90.03,Orleans,orleans,Harbor Police Headquarters (Irish Channel),portnolapd,29.92069,-90.076342,4.949,420,99.8,0.01,0.0,2,0,0.01,0.01,0.01,0.01,0.01
1125770,2023-07-22 18:56:00,ORLEANS,29.99,-90.07,Orleans,orleans,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,29.9796,-90.0585,0.995,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125770,2023-07-22 18:56:00,ORLEANS,29.99,-90.07,Orleans,orleans,NOPD Stables (City Park),citypark,29.99789,-90.09909,1.824,567,134.7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125770,2023-07-22 18:56:00,ORLEANS,29.99,-90.07,Orleans,orleans,NOFD Rescue Squad 7 (Treme),treme,29.962679,-90.071544,1.89,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125770,2023-07-22 18:56:00,ORLEANS,29.99,-90.07,Orleans,orleans,NOFD Engine 12 (Gentilly/Milneburg),gentilly,30.01627,-90.05171,2.119,682,162.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125770,2023-07-22 18:56:00,ORLEANS,29.99,-90.07,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,2.369,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125770,2023-07-22 18:56:00,ORLEANS,29.99,-90.07,Orleans,orleans,New Orleans City Hall (Central Business District),cityhallcbd,29.95221,-90.07675,2.642,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125770,2023-07-22 18:56:00,ORLEANS,29.99,-90.07,Orleans,orleans,NOFD Engine 16 (Central City),centralcity,29.94159,-90.08053,3.404,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125770,2023-07-22 18:56:00,ORLEANS,29.99,-90.07,Orleans,orleans,Port NOLA Administration (Warehouse District/Riverwalk),portnolaadmin,29.9369,-90.06206,3.7,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125770,2023-07-22 18:56:00,ORLEANS,29.99,-90.07,Orleans,orleans,Municipal Yacht Harbor (Lakefront),lakefront,30.028359,-90.115627,3.805,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125770,2023-07-22 18:56:00,ORLEANS,29.99,-90.07,Orleans,orleans,NORDC Morris F.X. Jeff Sr. Park (Algiers),algiers,29.942018,-90.029914,4.092,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125770,2023-07-22 18:56:00,ORLEANS,29.99,-90.07,Orleans,orleans,SWBNO East Bank Water Treatment (Lower 9th Ward),lowerninthward,29.97714,-89.99761,4.422,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125770,2023-07-22 18:56:00,ORLEANS,29.99,-90.07,Orleans,orleans,Loyola University New Orleans (Uptown/Audubon),loyola,29.93707,-90.119921,4.723,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125770,2023-07-22 18:56:00,ORLEANS,29.99,-90.07,Orleans,orleans,SWBNO East Bank Water Intake (Carrollton Bend),carrolltonbend,29.95334,-90.13797,4.792,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1125770,2023-07-22 18:56:00,ORLEANS,29.99,-90.07,Orleans,orleans,Harbor Police Headquarters (Irish Channel),portnolapd,29.92069,-90.076342,4.804,420,99.8,0.01,0.0,2,0,0.01,0.01,0.01,0.01,0.01
1142731,2023-09-04 12:35:00,ORLEANS,29.97,-90.07,Orleans,orleans,NOFD Rescue Squad 7 (Treme),treme,29.962679,-90.071544,0.514,421,100.0,0.03,0.26,1,0,0.02,0.02,0.03,0.03,0.03
1142731,2023-09-04 12:35:00,ORLEANS,29.97,-90.07,Orleans,orleans,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,29.9796,-90.0585,0.956,416,98.8,2.25,5.28,2,0,0.59,0.59,0.79,1.17,2.21
1142731,2023-09-04 12:35:00,ORLEANS,29.97,-90.07,Orleans,orleans,New Orleans City Hall (Central Business District),cityhallcbd,29.95221,-90.07675,1.294,433,102.9,0.04,0.73,1,0,0.03,0.04,0.04,0.04,0.04
1142731,2023-09-04 12:35:00,ORLEANS,29.97,-90.07,Orleans,orleans,NOFD Engine 16 (Central City),centralcity,29.94159,-90.08053,2.062,423,100.5,0.08,0.71,1,0,0.04,0.07,0.07,0.08,0.08
1142731,2023-09-04 12:35:00,ORLEANS,29.97,-90.07,Orleans,orleans,Port NOLA Administration (Warehouse District/Riverwalk),portnolaadmin,29.9369,-90.06206,2.336,420,99.8,0.01,0.0,2,0,0.01,0.01,0.01,0.01,0.01
1142731,2023-09-04 12:35:00,ORLEANS,29.97,-90.07,Orleans,orleans,NOPD Stables (City Park),citypark,29.99789,-90.09909,2.597,428,101.7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1142731,2023-09-04 12:35:00,ORLEANS,29.97,-90.07,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,2.605,368,87.4,2.27,7.11,0,0,0.48,0.97,1.6,2.19,2.27
1142731,2023-09-04 12:35:00,ORLEANS,29.97,-90.07,Orleans,orleans,NORDC Morris F.X. Jeff Sr. Park (Algiers),algiers,29.942018,-90.029914,3.082,420,99.8,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
1142731,2023-09-04 12:35:00,ORLEANS,29.97,-90.07,Orleans,orleans,NOFD Engine 12 (Gentilly/Milneburg),gentilly,30.01627,-90.05171,3.379,422,100.2,2.79,7.2,1,0,0.43,1.02,1.02,1.52,2.75
1142731,2023-09-04 12:35:00,ORLEANS,29.97,-90.07,Orleans,orleans,Harbor Police Headquarters (Irish Channel),portnolapd,29.92069,-90.076342,3.428,420,99.8,0.21,1.05,1,0,0.09,0.12,0.12,0.12,0.12
1142731,2023-09-04 12:35:00,ORLEANS,29.97,-90.07,Orleans,orleans,Loyola University New Orleans (Uptown/Audubon),loyola,29.93707,-90.119921,3.756,420,99.8,0.21,0.44,2,0,0.13,0.13,0.13,0.18,0.18
1142731,2023-09-04 12:35:00,ORLEANS,29.97,-90.07,Orleans,orleans,SWBNO East Bank Water Intake (Carrollton Bend),carrolltonbend,29.95334,-90.13797,4.228,423,100.5,0.05,0.94,1,0,0.03,0.04,0.04,0.04,0.04
1142731,2023-09-04 12:35:00,ORLEANS,29.97,-90.07,Orleans,orleans,SWBNO East Bank Water Treatment (Lower 9th Ward),lowerninthward,29.97714,-89.99761,4.361,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1142731,2023-09-04 12:35:00,ORLEANS,29.97,-90.07,Orleans,orleans,Port NOLA Maintenance (Uptown/West Riverside),portnolamaintenance,29.91497,-90.11513,4.665,420,99.8,0.11,0.0,3,0,0.1,0.1,0.1,0.1,0.11
1142731,2023-09-04 12:35:00,ORLEANS,29.97,-90.07,Orleans,orleans,Municipal Yacht Harbor (Lakefront),lakefront,30.028359,-90.115627,4.87,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1142725,2023-09-04 12:06:00,ORLEANS,29.97,-90.09,Orleans,orleans,NOFD Rescue Squad 7 (Treme),treme,29.962679,-90.071544,1.215,421,100.0,0.03,0.26,1,0,0.02,0.02,0.03,0.03,0.03
1142725,2023-09-04 12:06:00,ORLEANS,29.97,-90.09,Orleans,orleans,New Orleans City Hall (Central Business District),cityhallcbd,29.95221,-90.07675,1.463,433,102.9,0.04,0.73,1,0,0.03,0.04,0.04,0.04,0.04
1142725,2023-09-04 12:06:00,ORLEANS,29.97,-90.09,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,1.607,367,87.2,1.6,7.11,0,0,0.48,0.84,1.52,1.59,1.6
1142725,2023-09-04 12:06:00,ORLEANS,29.97,-90.09,Orleans,orleans,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,29.9796,-90.0585,1.999,416,98.8,2.24,5.28,2,0,0.59,0.59,0.79,1.17,2.21
1142725,2023-09-04 12:06:00,ORLEANS,29.97,-90.09,Orleans,orleans,NOPD Stables (City Park),citypark,29.99789,-90.09909,2.002,429,101.9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1142725,2023-09-04 12:06:00,ORLEANS,29.97,-90.09,Orleans,orleans,NOFD Engine 16 (Central City),centralcity,29.94159,-90.08053,2.043,423,100.5,0.08,0.71,1,0,0.04,0.07,0.07,0.08,0.08
1142725,2023-09-04 12:06:00,ORLEANS,29.97,-90.09,Orleans,orleans,Port NOLA Administration (Warehouse District/Riverwalk),portnolaadmin,29.9369,-90.06206,2.833,421,100.0,0.01,0.0,2,0,0.01,0.01,0.01,0.01,0.01
1142725,2023-09-04 12:06:00,ORLEANS,29.97,-90.09,Orleans,orleans,Loyola University New Orleans (Uptown/Audubon),loyola,29.93707,-90.119921,2.896,420,99.8,0.21,0.44,2,0,0.13,0.13,0.13,0.18,0.18
1142725,2023-09-04 12:06:00,ORLEANS,29.97,-90.09,Orleans,orleans,SWBNO East Bank Water Intake (Carrollton Bend),carrolltonbend,29.95334,-90.13797,3.094,423,100.5,0.05,0.94,1,0,0.03,0.04,0.04,0.04,0.04
1142725,2023-09-04 12:06:00,ORLEANS,29.97,-90.09,Orleans,orleans,Harbor Police Headquarters (Irish Channel),portnolapd,29.92069,-90.076342,3.504,420,99.8,0.21,1.05,1,0,0.09,0.12,0.12,0.12,0.12
1142725,2023-09-04 12:06:00,ORLEANS,29.97,-90.09,Orleans,orleans,NOFD Engine 12 (Gentilly/Milneburg),gentilly,30.01627,-90.05171,3.933,422,100.2,1.77,5.01,1,0,0.29,0.64,0.85,1.52,1.77
1142725,2023-09-04 12:06:00,ORLEANS,29.97,-90.09,Orleans,orleans,NORDC Morris F.X. Jeff Sr. Park (Algiers),algiers,29.942018,-90.029914,4.084,420,99.8,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0
1142725,2023-09-04 12:06:00,ORLEANS,29.97,-90.09,Orleans,orleans,Port NOLA Maintenance (Uptown/West Riverside),portnolamaintenance,29.91497,-90.11513,4.089,420,99.8,0.11,0.0,3,0,0.1,0.1,0.1,0.1,0.11
1142725,2023-09-04 12:06:00,ORLEANS,29.97,-90.09,Orleans,orleans,Municipal Yacht Harbor (Lakefront),lakefront,30.028359,-90.115627,4.314,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1142729,2023-09-04 12:35:00,ORLEANS,29.97,-90.11,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,1.116,368,87.4,2.27,7.11,0,0,0.48,0.97,1.6,2.19,2.27
1142729,2023-09-04 12:35:00,ORLEANS,29.97,-90.11,Orleans,orleans,SWBNO East Bank Water Intake (Carrollton Bend),carrolltonbend,29.95334,-90.13797,2.032,423,100.5,0.05,0.94,1,0,0.03,0.04,0.04,0.04,0.04
1142729,2023-09-04 12:35:00,ORLEANS,29.97,-90.11,Orleans,orleans,NOPD Stables (City Park),citypark,29.99789,-90.09909,2.035,428,101.7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1142729,2023-09-04 12:35:00,ORLEANS,29.97,-90.11,Orleans,orleans,New Orleans City Hall (Central Business District),cityhallcbd,29.95221,-90.07675,2.339,433,102.9,0.04,0.73,1,0,0.03,0.04,0.04,0.04,0.04
1142729,2023-09-04 12:35:00,ORLEANS,29.97,-90.11,Orleans,orleans,Loyola University New Orleans (Uptown/Audubon),loyola,29.93707,-90.119921,2.351,420,99.8,0.21,0.44,2,0,0.13,0.13,0.13,0.18,0.18
1142729,2023-09-04 12:35:00,ORLEANS,29.97,-90.11,Orleans,orleans,NOFD Rescue Squad 7 (Treme),treme,29.962679,-90.071544,2.357,421,100.0,0.03,0.26,1,0,0.02,0.02,0.03,0.03,0.03
1142729,2023-09-04 12:35:00,ORLEANS,29.97,-90.11,Orleans,orleans,NOFD Engine 16 (Central City),centralcity,29.94159,-90.08053,2.639,423,100.5,0.08,0.71,1,0,0.04,0.07,0.07,0.08,0.08
1142729,2023-09-04 12:35:00,ORLEANS,29.97,-90.11,Orleans,orleans,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,29.9796,-90.0585,3.153,416,98.8,2.25,5.28,2,0,0.59,0.59,0.79,1.17,2.21
1142729,2023-09-04 12:35:00,ORLEANS,29.97,-90.11,Orleans,orleans,Port NOLA Administration (Warehouse District/Riverwalk),portnolaadmin,29.9369,-90.06206,3.67,420,99.8,0.01,0.0,2,0,0.01,0.01,0.01,0.01,0.01
1142729,2023-09-04 12:35:00,ORLEANS,29.97,-90.11,Orleans,orleans,Port NOLA Maintenance (Uptown/West Riverside),portnolamaintenance,29.91497,-90.11513,3.815,420,99.8,0.11,0.0,3,0,0.1,0.1,0.1,0.1,0.11
1142729,2023-09-04 12:35:00,ORLEANS,29.97,-90.11,Orleans,orleans,Harbor Police Headquarters (Irish Channel),portnolapd,29.92069,-90.076342,3.958,420,99.8,0.21,1.05,1,0,0.09,0.12,0.12,0.12,0.12
1142729,2023-09-04 12:35:00,ORLEANS,29.97,-90.11,Orleans,orleans,Municipal Yacht Harbor (Lakefront),lakefront,30.028359,-90.115627,4.046,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1142729,2023-09-04 12:35:00,ORLEANS,29.97,-90.11,Orleans,orleans,NOFD Engine 12 (Gentilly/Milneburg),gentilly,30.01627,-90.05171,4.732,422,100.2,2.79,7.2,1,0,0.43,1.02,1.02,1.52,2.75
1142728,2023-09-04 12:15:00,ORLEANS,29.98,-90.11,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,0.426,368,87.4,2.01,7.11,0,0,0.48,0.97,1.6,2.0,2.01
1142728,2023-09-04 12:15:00,ORLEANS,29.98,-90.11,Orleans,orleans,NOPD Stables (City Park),citypark,29.99789,-90.09909,1.398,429,101.9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1142728,2023-09-04 12:15:00,ORLEANS,29.98,-90.11,Orleans,orleans,SWBNO East Bank Water Intake (Carrollton Bend),carrolltonbend,29.95334,-90.13797,2.489,423,100.5,0.05,0.94,1,0,0.03,0.04,0.04,0.04,0.04
1142728,2023-09-04 12:15:00,ORLEANS,29.98,-90.11,Orleans,orleans,NOFD Rescue Squad 7 (Treme),treme,29.962679,-90.071544,2.594,421,100.0,0.03,0.26,1,0,0.02,0.02,0.03,0.03,0.03
1142728,2023-09-04 12:15:00,ORLEANS,29.98,-90.11,Orleans,orleans,New Orleans City Hall (Central Business District),cityhallcbd,29.95221,-90.07675,2.765,433,102.9,0.04,0.73,1,0,0.03,0.04,0.04,0.04,0.04
1142728,2023-09-04 12:15:00,ORLEANS,29.98,-90.11,Orleans,orleans,Loyola University New Orleans (Uptown/Audubon),loyola,29.93707,-90.119921,3.025,420,99.8,0.21,0.44,2,0,0.13,0.13,0.13,0.18,0.18
1142728,2023-09-04 12:15:00,ORLEANS,29.98,-90.11,Orleans,orleans,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,29.9796,-90.0585,3.082,416,98.8,2.24,5.28,2,0,0.59,0.59,0.79,1.17,2.21
1142728,2023-09-04 12:15:00,ORLEANS,29.98,-90.11,Orleans,orleans,NOFD Engine 16 (Central City),centralcity,29.94159,-90.08053,3.187,423,100.5,0.08,0.71,1,0,0.04,0.07,0.07,0.08,0.08
1142728,2023-09-04 12:15:00,ORLEANS,29.98,-90.11,Orleans,orleans,Municipal Yacht Harbor (Lakefront),lakefront,30.028359,-90.115627,3.358,420,99.8,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1142728,2023-09-04 12:15:00,ORLEANS,29.98,-90.11,Orleans,orleans,Port NOLA Administration (Warehouse District/Riverwalk),portnolaadmin,29.9369,-90.06206,4.136,421,100.0,0.01,0.0,2,0,0.01,0.01,0.01,0.01,0.01
1142728,2023-09-04 12:15:00,ORLEANS,29.98,-90.11,Orleans,orleans,NOFD Engine 12 (Gentilly/Milneburg),gentilly,30.01627,-90.05171,4.295,422,100.2,1.77,5.01,1,0,0.29,0.64,0.85,1.52,1.77
1142728,2023-09-04 12:15:00,ORLEANS,29.98,-90.11,Orleans,orleans,Port NOLA Maintenance (Uptown/West Riverside),portnolamaintenance,29.91497,-90.11513,4.504,421,100.0,0.11,0.0,3,0,0.1,0.1,0.1,0.1,0.11
1142728,2023-09-04 12:15:00,ORLEANS,29.98,-90.11,Orleans,orleans,Harbor Police Headquarters (Irish Channel),portnolapd,29.92069,-90.076342,4.567,420,99.8,0.21,1.05,1,0,0.09,0.12,0.12,0.12,0.12
1142804,2023-09-04 13:00:00,ORLEANS,29.99,-90.11,Orleans,orleans,NOFD Logistics (Navarre),logistics,29.98614,-90.10934,0.27,367,87.2,3.47,7.11,0,0,0.48,0.97,1.6,2.43,3.47
1142804,2023-09-04 13:00:00,ORLEANS,29.99,-90.11,Orleans,orleans,NOPD Stables (City Park),citypark,29.99789,-90.09909,0.851,428,101.7,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1142804,2023-09-04 13:00:00,ORLEANS,29.99,-90.11,Orleans,orleans,Municipal Yacht Harbor (Lakefront),lakefront,30.028359,-90.115627,2.672,420,99.8,0.14,1.26,0,0,0.09,0.13,0.14,0.14,0.14
1142804,2023-09-04 13:00:00,ORLEANS,29.99,-90.11,Orleans,orleans,NOFD Rescue Squad 7 (Treme),treme,29.962679,-90.071544,2.977,420,99.8,0.41,5.88,1,0,0.2,0.37,0.38,0.38,0.41
1142804,2023-09-04 13:00:00,ORLEANS,29.99,-90.11,Orleans,orleans,SWBNO East Bank Water Intake (Carrollton Bend),carrolltonbend,29.95334,-90.13797,3.036,423,100.5,0.13,1.73,1,0,0.07,0.08,0.08,0.09,0.12
1142804,2023-09-04 13:00:00,ORLEANS,29.99,-90.11,Orleans,orleans,NOFD Engine 27 (Seventh Ward/St. Roch),seventhward,29.9796,-90.0585,3.165,416,98.8,2.3,5.28,2,0,0.59,0.59,0.79,1.17,2.21
1142804,2023-09-04 13:00:00,ORLEANS,29.99,-90.11,Orleans,orleans,New Orleans City Hall (Central Business District),cityhallcbd,29.95221,-90.07675,3.283,433,102.9,0.16,3.08,1,0,0.09,0.12,0.12,0.16,0.16
1142804,2023-09-04 13:00:00,ORLEANS,29.99,-90.11,Orleans,orleans,Loyola University New Orleans (Uptown/Audubon),loyola,29.93707,-90.119921,3.705,420,99.8,0.36,3.62,2,0,0.13,0.15,0.15,0.18,0.18
1142804,2023-09-04 13:00:00,ORLEANS,29.99,-90.11,Orleans,orleans,NOFD Engine 16 (Central City),centralcity,29.94159,-90.08053,3.781,423,100.5,0.1,0.71,1,0,0.04,0.07,0.07,0.08,0.1
